chemical	alias	source
CID000002719	WLN: T66 BNJ EMY1&3N2&2 IG &P2-O6	DTP/NCI
CID000002719	WR 1522	ChemIDplus LeadScope
CID000002719	arechin	1052 845 ChemIDplus Comparative_Toxicogenomics_Database DTP/NCI DrugBank LeadScope NIAID
CID000002719	chingamin phosphate	ChemIDplus Comparative_Toxicogenomics_Database DTP/NCI LeadScope
CID000002719	chloroquine	1052 814 845 908 BindingDB ChEBI ChEMBL ChemIDplus Comparative_Toxicogenomics_Database DTP/NCI EPA_DSSTox KEGG LeadScope MP_Biomedicals NIAID NIST NIST_Chemistry_WebBook Nature_Chemical_Biology NextBio xPharm
CID000002719	chloroquine bis(dihydrogenphosphate) dihydrate	Comparative_Toxicogenomics_Database LeadScope
CID000002719	chloroquine diphosphate	1102 805 814 ChEMBL ChemIDplus Circadian_Research,_Kay_Laboratory,_University_of_California_at_San_Diego_(UCSD) Comparative_Toxicogenomics_Database DTP/NCI LeadScope NCGC NINDS_Approved_Drug_Screening_Program PDSP TCI_(Tokyo_Chemical_Industry) UCLA_Molecular_Screening_Shared_Resource
CID000002719	chloroquine diphosphate, (+-)-isomer	Comparative_Toxicogenomics_Database
CID000002719	chloroquine phosphate	1046 1052 1096 814 845 Alsachim BindingDB ChEMBL ChemIDplus Comparative_Toxicogenomics_Database DTP/NCI DrugBank LeadScope NextBio
CID000002719	chloroquine; phosphoric acid	1052
CID000002719	chloroquinum	845 ChEBI ChemIDplus
CID000002719	cloroquina	845 ChEBI ChemIDplus
CID000002719	delagil	1052 845 ChemIDplus Comparative_Toxicogenomics_Database DTP/NCI DrugBank LeadScope NIAID
CID000002719	dl-Chloroquine diphosphate	ChemIDplus LeadScope
CID000002719	imagon	1052 708 845 ChemIDplus DTP/NCI DrugBank LeadScope
CID000002719	khingamin phosphate	Comparative_Toxicogenomics_Database LeadScope
CID000002719	nchembio.215-comp4	845
CID000002719	nchembio.368-comp8	845
CID000002719	nchembio.87-comp17	845
CID000002719	tcmdc-123988	708 AAA_Chemistry ChEMBL GlaxoSmithKline_(GSK)
CID000002719	unspecified phosphate of chloroquine diphosphate	Comparative_Toxicogenomics_Database LeadScope
CID000002767	(SP-4-1)-diamminedichloridoplatinum	845 ChEBI
CID000002767	(SP-4-1)-diamminedichloroplatinum	845 ChEBI
CID000002767	(SP-4-2)-diamminedichloridoplatinum	845 ChEBI
CID000002767	(SP-4-2)-diamminedichloroplatinum	845 ChEBI
CID000002767	A809760	813
CID000002767	AC-2109	Hangzhou_APIChem_Technology
CID000002767	AC1L1EF5	708
CID000002767	AC1L1EF8	708
CID000002767	AC1L9AQR	708
CID000002767	AC1L9P3V	708
CID000002767	AC1Q3FMJ	708
CID000002767	AG-L-18177	940
CID000002767	AR-1I4197	AAA_Chemistry
CID000002767	Abiplatin	1052 845 DrugBank
CID000002767	BCP9000536	924
CID000002767	Biocisplatinum	1052 845 Comparative_Toxicogenomics_Database DrugBank
CID000002767	Briplatin	1052 845 ChEBI DrugBank
CID000002767	CAS-15663-27-1	824
CID000002767	CHEBI:122989	BindingDB
CID000002767	CHEBI:35852	845 ChEBI
CID000002767	CHEMBL11359	ChEMBL
CID000002767	CHEMBL2068237	ChEMBL
CID000002767	CHEMBL2068531	ChEMBL
CID000002767	CHEMBL273943	ChEMBL
CID000002767	CHEMBL436449	ChEMBL
CID000002767	CID11279053	NextBio
CID000002767	CID11279758	NextBio
CID000002767	CID2767	NextBio
CID000002767	CID2768	NextBio
CID000002767	CID441203	845 NextBio
CID000002767	CID450696	NextBio
CID000002767	CIS-PLATINUM II	ChEMBL
CID000002767	CPD0-1392	845 BioCyc
CID000002767	CPDC	1052 Calbiochem DrugBank
CID000002767	CPDD	1052 DrugBank
CID000002767	CTK6G5092	1096
CID000002767	Cis Pt II	1052 DrugBank
CID000002767	Cis-DDP	1052 845 ChEBI ChEMBL DrugBank
CID000002767	Cismaplat	1052 845 ChEBI DrugBank
CID000002767	Cisplatin	1052 718 814 824 BioCyc Calbiochem ChEBI ChEMBL Comparative_Toxicogenomics_Database EPA_DSSTox Nature_Chemical_Biology Selleck_Chemicals
CID000002767	Cisplatin, 1	BindingDB
CID000002767	Cisplatin-Supplied by Selleck Chemicals	Selleck_Chemicals
CID000002767	Cisplatyl	1052 845 DrugBank
CID000002767	Citoplationo	1052 845 DrugBank
CID000002767	D002945	Comparative_Toxicogenomics_Database
CID000002767	DAP000215	845
CID000002767	DB00515	845 DrugBank
CID000002767	DDP	1052 Calbiochem DrugBank
CID000002767	DDPT	1052 DrugBank
CID000002767	DSSTox_CID_4983	824
CID000002767	DSSTox_GSID_24983	824
CID000002767	DSSTox_RID_77611	824
CID000002767	Diamminedichloroplatinum	1052 DTP/NCI DrugBank
CID000002767	Diamminodichloride, Platinum	Comparative_Toxicogenomics_Database
CID000002767	Dichlorodiammineplatinum	Comparative_Toxicogenomics_Database
CID000002767	Dichlorodiammineplatinum(II)	DTP/NCI
CID000002767	EU-0100918	845 Emory_University_Molecular_Libraries_Screening_Center
CID000002767	FT-0082333	718
CID000002767	HMS3268F06	ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID000002767	IUPAC: Azane; Dichloroplatinum; Dihydroxide	NextBio
CID000002767	InChI=1/2ClH.2H2N.Pt/h2*1H;2*1H2;/q;;2*-1;+4/p-	NMRShiftDB
CID000002767	Lederplatin	1052 845 ChEBI DrugBank
CID000002767	MOLI001226	MOLI
CID000002767	MolPort-003-983-464	MolPort
CID000002767	NCGC00090759-01	824 NCGC
CID000002767	NCGC00090759-02	NCGC
CID000002767	NCGC00090759-03	NCGC
CID000002767	NCGC00178241-02	824
CID000002767	NCGC00188942-01	NCGC
CID000002767	NCGC00260049-01	824
CID000002767	NSC-119875	Comparative_Toxicogenomics_Database
CID000002767	NSC-131558	DTP/NCI
CID000002767	NSC-241517	DTP/NCI
CID000002767	NSC119875	MTDP
CID000002767	NSC131558	DTP/NCI
CID000002767	NSC241517	DTP/NCI
CID000002767	Neoplatin	1052 845 ChEBI DrugBank
CID000002767	Neuro_000055	ChemBank
CID000002767	Peyrone's chloride	845 ChEBI
CID000002767	Peyrone's salt	845 ChEBI
CID000002767	Plastin	1052 845 DrugBank
CID000002767	Platamine	1052 845 ChEBI DrugBank
CID000002767	Platiblastin	1052 DrugBank
CID000002767	Platidiam	1052 845 Comparative_Toxicogenomics_Database DrugBank
CID000002767	Platinex	1052 ChEBI DrugBank
CID000002767	Platinol	1052 ChEBI Comparative_Toxicogenomics_Database DrugBank
CID000002767	Platinol-AQ	1052 DrugBank
CID000002767	Platinoxan	1052 845 DrugBank
CID000002767	Platinum Diamminodichloride	Comparative_Toxicogenomics_Database
CID000002767	Platinum diamine dichloride	1052 DTP/NCI DrugBank
CID000002767	Platinum, diamminedichloro-	DTP/NCI
CID000002767	Platinum, diamminedichloro-, (SP-4-2)-	Comparative_Toxicogenomics_Database
CID000002767	Randa	1052 845 ChEBI DrugBank
CID000002767	Replaced CAS registry number(s): 14283-03-5	DTP/NCI
CID000002767	S1166_Selleck	Selleck_Chemicals
CID000002767	Sodium tetrachloroplatinate(II) hydrate	1052 Sigma-Aldrich
CID000002767	Tox21_111011	824
CID000002767	Tox21_113470	824
CID000002767	Tox21_202500	824
CID000002767	ammonia;azanide;dichloroplatinum(2+)	IUPAC
CID000002767	ammonia;azanide;dichloroplatinum(2+);chloride	IUPAC
CID000002767	ammonia;dichloroplatinum(2+)	IUPAC
CID000002767	ammonia;dichloroplatinum(2+);dihydrate	IUPAC
CID000002767	ammonia;dichloroplatinum(2+);dihydroxide	IUPAC
CID000002767	azane; dichloroplatinum(2+)	708
CID000002767	azane;azanide;bis(chloranyl)platinum(2+)	IUPAC
CID000002767	azane;azanide;bis(chloranyl)platinum(2+);chloride	IUPAC
CID000002767	azane;azanide;dichloroplatinum(2+)	IUPAC
CID000002767	azane;azanide;dichloroplatinum(2+);chloride	IUPAC
CID000002767	azane;bis(chloranyl)platinum(2+)	IUPAC
CID000002767	azane;bis(chloranyl)platinum(2+);dihydrate	IUPAC
CID000002767	azane;bis(chloranyl)platinum(2+);dihydroxide	IUPAC
CID000002767	azane;dichloroplatinum(2+)	IUPAC
CID000002767	azane;dichloroplatinum(2+);dihydrate	IUPAC
CID000002767	azane;dichloroplatinum(2+);dihydroxide	IUPAC
CID000002767	azanide; azanide; dichloroplatinum(2+)	708
CID000002767	azanide; bis(chloranyl)platinum(2+)	813
CID000002767	azanide; dichloroplatinum(2+)	708 813
CID000002767	azanide;azanide;bis(chloranyl)platinum(2+)	IUPAC
CID000002767	azanide;azanide;dichloroplatinum(2+)	IUPAC
CID000002767	azanide;bis(chloranyl)platinum(2+)	IUPAC
CID000002767	azanide;bis(chloranyl)platinum(2+);dihydrate	IUPAC
CID000002767	azanide;bis(chloranyl)platinum(2+);nitric acid	IUPAC
CID000002767	azanide;butanedioic acid;dichloroplatinum(2+)	IUPAC
CID000002767	azanide;dichloroplatinum(2+)	IUPAC
CID000002767	azanide;dichloroplatinum(2+);dihydrate	IUPAC
CID000002767	azanide;dichloroplatinum(2+);nitric acid	IUPAC
CID000002767	azanide;dichloroplatinum(2+);succinic acid	IUPAC
CID000002767	bis(chloranyl)platinum(2+)	IUPAC
CID000002767	cis Diamminedichloroplatinum	Comparative_Toxicogenomics_Database
CID000002767	cis Platinum	Comparative_Toxicogenomics_Database
CID000002767	cis-Diaminedichloroplatinum	1052 Calbiochem DrugBank EPA_DSSTox
CID000002767	cis-Diammine-dichloroplatinum(II)	Nature_Chemical_Biology
CID000002767	cis-Diamminedichloroplatinum(II)	ChEBI ChEMBL Comparative_Toxicogenomics_Database
CID000002767	cis-Diamminedichlorplatine	814 Hangzhou_APIChem_Technology
CID000002767	cis-Diammineplatinum(II) Dichloride	ChEBI
CID000002767	cis-Dichlorodiamine platinum	EPA_DSSTox NCGC NextBio
CID000002767	cis-Platinum	Comparative_Toxicogenomics_Database MTDP
CID000002767	cis-[PtCl2(NH3)2]	845 ChEBI
CID000002767	cis-diaminedichloroplatinum(II)	Nature_Chemical_Biology
CID000002767	cis-diamminedichloridoplatinum(II)	845 ChEBI
CID000002767	cis-diamminedichloroplatinum	1052 845 ChEBI Comparative_Toxicogenomics_Database DrugBank
CID000002767	cis-dichlorodiammineplatinum(II)	845 ChEBI Comparative_Toxicogenomics_Database
CID000002767	cis-platin	ChEBI
CID000002767	cisplatine	1052 845 ChEBI DrugBank
CID000002767	cisplatino	845 ChEBI
CID000002767	cisplatinum	845 ChEBI ChEMBL
CID000002767	dichloroplatinum(2+)	1096 708 805 IUPAC
CID000002767	dichloroplatinum(2+) diazanide	708 805 AAA_Chemistry
CID000002767	nchembio773-comp1	845
CID000002767	sodium;ammonia;dichloroplatinum(2+);dihydroxide	IUPAC
CID000002767	sodium;azane;dichloroplatinum(2+);dihydroxide	IUPAC
CID000002767	trans-DDP, 8	BindingDB
CID000002767	trans-Diaminedichloroplatinum	1052 DTP/NCI DrugBank
CID000002767	trans-diamminedichloridoplatinum(II)	845 ChEBI
CID000002767	trans-platin	ChEBI
CID000003143	AC1L1F9N	708
CID000003143	CID3143	NextBio
CID000003143	Docetaxel trihydrate	1088 718 Comparative_Toxicogenomics_Database Hangzhou_Trylead_Chemical_Technology
CID000003143	I06-0024	IS_Chemical_Technology
CID000003143	NCGC00181306-01	824 NCGC
CID000003143	NCGC00181306-02	824 NCGC
CID000003143	XRP6976	ChemIDplus
CID000003310	AC1L1FN8	708
CID000003310	AC1L6246	708 845
CID000003310	AC1NR4OG	708 845
CID000003310	AC1O4WGG	708 845
CID000003310	AC1O7M1N	708 845
CID000003310	AC1Q47JJ	708 845
CID000003310	Bio1_000489	845 ChemBank
CID000003310	Bio1_000978	845 ChemBank
CID000003310	Bio1_001467	845 ChemBank
CID000003310	CHEBI:588795	845 BindingDB
CID000003310	CID11758093	845 NextBio
CID000003310	CID284997	845 NextBio
CID000003310	CID3310	NextBio
CID000003310	CID5284558	845 NextBio
CID000003310	CID6419930	845 NextBio
CID000003310	CID6610299	845 NextBio
CID000003310	Demethylepipodophyllotoxin-beta-D-	805
CID000003310	E0675	845 TCI_(Tokyo_Chemical_Industry)
CID000003310	EPEG	1052 Prous_Science_Drugs_of_the_Future
CID000003310	Etoposide-d3	1052 1096
CID000003310	HMS1569O13	845 ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID000003310	HMS3394N05	ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID000003310	I06-0248	IS_Chemical_Technology
CID000003310	KBioSS_002410	845 ChemBank
CID000003310	MolPort-003-983-431	845 MolPort
CID000003310	MolPort-004-955-161	845 MolPort
CID000003310	NCGC00016821-01	824 NCGC
CID000003310	NCGC00025056-02	845 NCGC
CID000003310	Prestwick0_000396	845 ChemBank
CID000003310	Prestwick1_000396	845 ChemBank
CID000003310	Prestwick2_000396	845 ChemBank
CID000003310	Prestwick_211	845 PDSP
CID000003310	SPBio_002532	845 ChemBank
CID000003310	SureCN765413	992
CID000003310	ZINC03830818	Abbott_Labs
CID000003310	Zinc03978073	NextBio
CID000003385	1-fluoro-1h-pyrimidine-2,4-dione	731 845
CID000003385	1upf	845 Shanghai_Institute_of_Organic_Chemistry
CID000003385	2,3H)-Pyrimidinedione, 5-fluoro-	DTP/NCI
CID000003385	2,4(1H,3H)-Pyrimidinedione, 5-fluoro-, trihydrate	1096
CID000003385	2,4(1H,3H)-pyrimidinedione, 5-fluoro-	845 956 BIND ChemIDplus Comparative_Toxicogenomics_Database LeadScope NIST NIST_Chemistry_WebBook NMRShiftDB
CID000003385	2,4-Dioxo-5-fluoropryimidine	845 BIND
CID000003385	2,4-Dioxo-5-fluoropyrimidine	845 ChemIDplus LeadScope
CID000003385	2,4-dihydroxy-5-fluoropyrimidine	1052 708 731 845 MP_Biomedicals Sigma-Aldrich
CID000003385	29507-EP2270008A1	826
CID000003385	29507-EP2270505A1	826
CID000003385	29507-EP2272827A1	826
CID000003385	29507-EP2289892A1	826
CID000003385	29507-EP2292234A1	826
CID000003385	29507-EP2292617A1	826
CID000003385	29507-EP2295426A1	826
CID000003385	29507-EP2295427A1	826
CID000003385	29507-EP2298305A1	826
CID000003385	29507-EP2308861A1	826
CID000003385	29507-EP2311842A2	826
CID000003385	42164-EP2272827A1	826
CID000003385	42164-EP2275420A1	826
CID000003385	42164-EP2277565A2	826
CID000003385	42164-EP2277566A2	826
CID000003385	42164-EP2277567A1	826
CID000003385	42164-EP2277568A2	826
CID000003385	42164-EP2277569A2	826
CID000003385	42164-EP2277570A2	826
CID000003385	42164-EP2277876A1	826
CID000003385	42164-EP2292280A1	826
CID000003385	42164-EP2292614A1	826
CID000003385	42164-EP2295412A1	826
CID000003385	42164-EP2295413A1	826
CID000003385	42164-EP2295416A2	826
CID000003385	42164-EP2298748A2	826
CID000003385	42164-EP2298764A1	826
CID000003385	42164-EP2298765A1	826
CID000003385	42164-EP2298778A1	826
CID000003385	42164-EP2305642A2	826
CID000003385	42164-EP2308833A2	826
CID000003385	42164-EP2311808A1	826
CID000003385	42164-EP2311829A1	826
CID000003385	42164-EP2311840A1	826
CID000003385	47576_FLUKA	845 Sigma-Aldrich
CID000003385	5-FU (TN)	845 KEGG
CID000003385	5-FU Lederle	845 Comparative_Toxicogenomics_Database
CID000003385	5-FU medac	845 Comparative_Toxicogenomics_Database
CID000003385	5-Faracil	845 ChemIDplus LeadScope
CID000003385	5-Fluor-2,4(1H,3H)-pyrimidindion	845 ChemIDplus
CID000003385	5-Fluor-2,4(1H,3H)-pyrimidindion [Czech]	845 ChemIDplus LeadScope
CID000003385	5-Fluor-2,4-dihydroxypyrimidin	845 ChemIDplus
CID000003385	5-Fluor-2,4-dihydroxypyrimidin [Czech]	845 ChemIDplus LeadScope
CID000003385	5-Fluor-2,4-pyrimidindiol	845 ChemIDplus
CID000003385	5-Fluor-2,4-pyrimidindiol [Czech]	845 ChemIDplus LeadScope
CID000003385	5-Fluoracil	845 ChemIDplus
CID000003385	5-Fluoracil [German]	845 ChemIDplus LeadScope
CID000003385	5-Fluoracyl	845 BIND
CID000003385	5-Fluoro-2,3H)-pyrimidinedione	DTP/NCI
CID000003385	5-Fluoro-2,4-pyrimidinedione	845 BIND DTP/NCI
CID000003385	5-Fluoropyrimidin-2,4-diol	845 ChemIDplus LeadScope
CID000003385	5-Fluoropyrimidine-2,4-dione	845 ChemIDplus DTP/NCI LeadScope
CID000003385	5-Fluorouracil sodium salt	ChemIDplus
CID000003385	5-Fluorouracil-biosyn	845 Comparative_Toxicogenomics_Database
CID000003385	5-Fluoruracil	845 ChemIDplus
CID000003385	5-Fluoruracil [German]	845 ChemIDplus LeadScope
CID000003385	5-Ftouracyl	845 DTP/NCI
CID000003385	5-Fu	1052 826 845 914 BIND Calbiochem ChEMBL ChemIDplus Circadian_Research,_Kay_Laboratory,_University_of_California_at_San_Diego_(UCSD) Comparative_Toxicogenomics_Database DTP/NCI EPA_DSSTox KEGG LeadScope MLSMR NIAID NIH_Clinical_Collection Sigma-Aldrich TCI_(Tokyo_Chemical_Industry)
CID000003385	5-HU Hexal	845 Comparative_Toxicogenomics_Database
CID000003385	5-fluoranyl-1H-pyrimidine-2,4-dione	IUPAC
CID000003385	5-fluoranyl-1H-pyrimidine-2,4-dione;hydrochloride	IUPAC
CID000003385	5-fluoranyl-1H-pyrimidine-2,4-dione;phosphate	IUPAC
CID000003385	5-fluoranyl-1H-pyrimidine-2,4-dione;sodium	IUPAC
CID000003385	5-fluoranyl-1H-pyrimidine-2,4-dione;sulfate	IUPAC
CID000003385	5-fluoranyl-1H-pyrimidine-2,4-dione;sulfuric acid	IUPAC
CID000003385	5-fluoranyl-1H-pyrimidine-2,4-dione;trihydrate	IUPAC
CID000003385	5-fluoro uracil	731 845
CID000003385	5-fluoro-1,3-dihydropyrimidine-2,4-dione	765
CID000003385	5-fluoro-1H-pyrimidine-2,4-dione	708 731 845 IUPAC Nature_Chemical_Biology
CID000003385	5-fluoro-1H-pyrimidine-2,4-dione Hydrochloride	NextBio
CID000003385	5-fluoro-1H-pyrimidine-2,4-dione Phosphate	NextBio
CID000003385	5-fluoro-1H-pyrimidine-2,4-dione Sulfate	NextBio
CID000003385	5-fluoro-1H-pyrimidine-2,4-dione;hydrochloride	IUPAC
CID000003385	5-fluoro-1H-pyrimidine-2,4-dione;phosphate	IUPAC
CID000003385	5-fluoro-1H-pyrimidine-2,4-dione;phosphoric acid	IUPAC
CID000003385	5-fluoro-1H-pyrimidine-2,4-dione;sodium	IUPAC
CID000003385	5-fluoro-1H-pyrimidine-2,4-dione;sulfate	IUPAC
CID000003385	5-fluoro-1H-pyrimidine-2,4-dione;sulfuric acid	IUPAC
CID000003385	5-fluoro-1H-pyrimidine-2,4-dione;trihydrate	IUPAC
CID000003385	5-fluoro-2,4(1H,3H)-pyrimidinedione	1052 845 BIND ChemIDplus ChemSynthesis LeadScope NIAID Sigma-Aldrich
CID000003385	5-fluoropyrimidine-2,4(1h,3h)-dione	1052 731 813 845 EPA_DSSTox LeadScope NMRShiftDB Vitas-M_Laboratory
CID000003385	5-fluoropyrimidine-2,4-diol	814
CID000003385	5-fluorouracil	1010 1046 1085 1088 1096 1102 718 731 760 805 813 814 824 826 845 869 881 908 922 BioCyc Calbiochem ChemIDplus Circadian_Research,_Kay_Laboratory,_University_of_California_at_San_Diego_(UCSD) Comparative_Toxicogenomics_Database DTP/NCI EPA_DSSTox Hangzhou_APIChem_Technology Hangzhou_Trylead_Chemical_Technology IUPAC KEGG LeadScope MLSMR MMDB MP_Biomedicals NCGC NIAID NIH_Clinical_Collection NIST NIST_Chemistry_WebBook SMID Sigma-Aldrich TCI_(Tokyo_Chemical_Industry)
CID000003385	5-fluorouracil;hydrochloride	IUPAC
CID000003385	5-fluorouracil;phosphate	IUPAC
CID000003385	5-fluorouracil;phosphoric acid	IUPAC
CID000003385	5-fluorouracil;sodium	IUPAC
CID000003385	5-fluorouracil;sulfate	IUPAC
CID000003385	5-fluorouracil;sulfuric acid	IUPAC
CID000003385	5-fluorouracil;trihydrate	IUPAC
CID000003385	5FU	845 ChemIDplus Comparative_Toxicogenomics_Database NIAID
CID000003385	7375-EP2269989A1	826
CID000003385	7375-EP2269994A1	826
CID000003385	7375-EP2270008A1	826
CID000003385	7375-EP2270018A1	826
CID000003385	7375-EP2272827A1	826
CID000003385	7375-EP2272832A1	826
CID000003385	7375-EP2275102A1	826
CID000003385	7375-EP2275412A1	826
CID000003385	7375-EP2275413A1	826
CID000003385	7375-EP2277876A1	826
CID000003385	7375-EP2280012A2	826
CID000003385	7375-EP2281563A1	826
CID000003385	7375-EP2281815A1	826
CID000003385	7375-EP2287156A1	826
CID000003385	7375-EP2289892A1	826
CID000003385	7375-EP2292233A2	826
CID000003385	7375-EP2292614A1	826
CID000003385	7375-EP2292615A1	826
CID000003385	7375-EP2292617A1	826
CID000003385	7375-EP2295416A2	826
CID000003385	7375-EP2295426A1	826
CID000003385	7375-EP2295427A1	826
CID000003385	7375-EP2298748A2	826
CID000003385	7375-EP2298768A1	826
CID000003385	7375-EP2298772A1	826
CID000003385	7375-EP2298780A1	826
CID000003385	7375-EP2301928A1	826
CID000003385	7375-EP2301933A1	826
CID000003385	7375-EP2305219A1	826
CID000003385	7375-EP2305243A1	826
CID000003385	7375-EP2305640A2	826
CID000003385	7375-EP2305642A2	826
CID000003385	7375-EP2305671A1	826
CID000003385	7375-EP2305689A1	826
CID000003385	7375-EP2308833A2	826
CID000003385	7375-EP2308839A1	826
CID000003385	7375-EP2308855A1	826
CID000003385	7375-EP2308861A1	826
CID000003385	7375-EP2311807A1	826
CID000003385	7375-EP2311808A1	826
CID000003385	7375-EP2311825A1	826
CID000003385	7375-EP2311827A1	826
CID000003385	7375-EP2311829A1	826
CID000003385	7375-EP2311840A1	826
CID000003385	7375-EP2314590A1	826
CID000003385	7375-EP2316459A1	826
CID000003385	7375-EP2316831A1	826
CID000003385	7375-EP2316834A1	826
CID000003385	7375-EP2316974A1	826
CID000003385	7375-EP2374454A1	826
CID000003385	A7567	813
CID000003385	AB1000177	732
CID000003385	ABP000592	1009
CID000003385	AC-11201	845 Hangzhou_APIChem_Technology
CID000003385	AC1L1FTE	708 845
CID000003385	AC1Q4N2X	708 845
CID000003385	ACMC-1ATRK	1085
CID000003385	ACN-S002244	881
CID000003385	AG-C-84509	940
CID000003385	AG-F-73026	760
CID000003385	AG-G-71149	760
CID000003385	AG-H-70337	940
CID000003385	AI3-25297	845 ChemIDplus LeadScope
CID000003385	AK-46307	922
CID000003385	AKOS000119162	845 AKos_Consulting_&_Solutions
CID000003385	AKOS003237897	845 AKos_Consulting_&_Solutions
CID000003385	AKOS003625741	AKos_Consulting_&_Solutions
CID000003385	AKOS008044307	AKos_Consulting_&_Solutions
CID000003385	AM20100252	956
CID000003385	ANW-31214	1046
CID000003385	Adrucil	1052 845 BIND ChemIDplus Comparative_Toxicogenomics_Database DrugBank LeadScope NIAID Selleck_Chemicals
CID000003385	Adrucil (ICN)	DTP/NCI
CID000003385	Adrucil (TN)	845 KEGG
CID000003385	Adrucil-Supplied by Selleck Chemicals	Selleck_Chemicals
CID000003385	Allergan Brand of Fluorouracil	845 Comparative_Toxicogenomics_Database
CID000003385	Arumel	1052 845 BIND ChemIDplus DTP/NCI DrugBank LeadScope
CID000003385	BBL009635	Vitas-M_Laboratory
CID000003385	BB_NC-0576	845 Ambinter
CID000003385	BCP9000239	924
CID000003385	BCPP000428	924
CID000003385	BSPBio_002048	845 ChemBank
CID000003385	C07649	845 KEGG
CID000003385	C4H3FN2O2	845 LeadScope
CID000003385	CAS-51-21-8	824
CID000003385	CCG-39879	Center_for_Chemical_Genomics,_University_of_Michigan
CID000003385	CCRIS 2582	845 ChemIDplus LeadScope
CID000003385	CHEBI:46345	845 ChEBI ChEMBL
CID000003385	CHEBI:468538	BindingDB
CID000003385	CHEMBL185	845 ChEMBL
CID000003385	CID10130053	NextBio
CID000003385	CID11579187	NextBio
CID000003385	CID11586352	NextBio
CID000003385	CID11644269	NextBio
CID000003385	CID11651502	NextBio
CID000003385	CID3385	845 NextBio
CID000003385	CPD0-1327	845 BioCyc
CID000003385	CPD000038082	845 NIH_Clinical_Collection
CID000003385	CS-0993	1010
CID000003385	CSP Brand of Fluorouracil	845 Comparative_Toxicogenomics_Database
CID000003385	CTK1H0569	1096
CID000003385	CTK2I5839	1096
CID000003385	CTK8H4220	1096
CID000003385	Calcium 5-fluoropyrimidine-2,4-diolate	NextBio
CID000003385	Carac	1052 845 914 ChemIDplus Comparative_Toxicogenomics_Database DrugBank LeadScope
CID000003385	Carac (TN)	845 KEGG
CID000003385	Carzonal	1052 845 BIND ChemIDplus DTP/NCI DrugBank LeadScope
CID000003385	Cinco FU	845 ChemIDplus LeadScope
CID000003385	D005472	845 Comparative_Toxicogenomics_Database
CID000003385	D00584	845 KEGG
CID000003385	D07974	KEGG
CID000003385	DAP000829	845
CID000003385	DB00544	845 DrugBank
CID000003385	DNC000085	845
CID000003385	DSSTox_CID_634	824
CID000003385	DSSTox_GSID_20634	824
CID000003385	DSSTox_RID_75705	824
CID000003385	Dakota Brand of Fluorouracil	845 Comparative_Toxicogenomics_Database
CID000003385	Dakota, Fluorouracile	845 Comparative_Toxicogenomics_Database
CID000003385	Dermatech Brand of Fluorouracil	845 Comparative_Toxicogenomics_Database
CID000003385	Dermik Brand of Fluorouracil	845 Comparative_Toxicogenomics_Database
CID000003385	DivK1c_000054	845 ChemBank
CID000003385	EINECS 200-085-6	845 ChemIDplus LeadScope
CID000003385	EU-0100536	845 Emory_University_Molecular_Libraries_Screening_Center
CID000003385	Effluderm	1052 845 DrugBank
CID000003385	Effluderm (free base)	845 ChemIDplus DTP/NCI LeadScope
CID000003385	Efudex	1052 845 914 BIND ChemIDplus Comparative_Toxicogenomics_Database DTP/NCI DrugBank LeadScope NIAID
CID000003385	Efudix	1052 845 BIND Comparative_Toxicogenomics_Database DTP/NCI DrugBank LeadScope
CID000003385	Efurix	1052 845 BIND DrugBank
CID000003385	F 6627	845 Circadian_Research,_Kay_Laboratory,_University_of_California_at_San_Diego_(UCSD)
CID000003385	F0151	845 TCI_(Tokyo_Chemical_Industry)
CID000003385	F6627_SIGMA	845 Sigma-Aldrich
CID000003385	F8423_SIGMA	845 Sigma-Aldrich
CID000003385	FT-0082524	718 845
CID000003385	FU	1052 845 BIND ChemIDplus DTP/NCI DrugBank LeadScope
CID000003385	Ferrer Brand of Fluorouracil	845 Comparative_Toxicogenomics_Database
CID000003385	Fluoro Uracile ICN	845 Comparative_Toxicogenomics_Database
CID000003385	Fluoro-Uracile ICN	845 Comparative_Toxicogenomics_Database
CID000003385	Fluoro-uracile	845 ChemIDplus LeadScope
CID000003385	Fluoro-uracilo	845 ChemIDplus LeadScope
CID000003385	Fluoroblastin	1052 845 BIND ChemIDplus DTP/NCI DrugBank LeadScope
CID000003385	Fluoroplex	1052 845 914 BIND ChemIDplus Comparative_Toxicogenomics_Database DTP/NCI DrugBank LeadScope NIAID
CID000003385	Fluoroplex (TN)	845 KEGG
CID000003385	Fluorouracil	1052 731 826 845 BIND ChEMBL ChemIDplus Comparative_Toxicogenomics_Database DTP/NCI KEGG LeadScope NINDS_Approved_Drug_Screening_Program NextBio Sigma-Aldrich
CID000003385	Fluorouracil (JP15/USP/INN)	845
CID000003385	Fluorouracil (JP16/USP/INN)	KEGG
CID000003385	Fluorouracil (TN)	KEGG
CID000003385	Fluorouracil - Adrucil	914
CID000003385	Fluorouracil Cream	ChemIDplus
CID000003385	Fluorouracil GRY	845 Comparative_Toxicogenomics_Database
CID000003385	Fluorouracil Mononitrate	845 Comparative_Toxicogenomics_Database
