cellline	ID	chrom	loc.start	loc.end	num.mark	seg.mean
BT549	X080122_SNP6.0_BT549_G01	8	47500462	47573229	27	-0.7472
BT549	X080122_SNP6.0_BT549_G01	8	47577548	48226577	329	0.6004
BT549	X080122_SNP6.0_BT549_G01	8	48229773	49967240	810	0.7478
BT549	X080122_SNP6.0_BT549_G01	8	49967844	55651731	3715	0.6113
BT549	X080122_SNP6.0_BT549_G01	8	55652972	60177070	3164	0.5123
BT549	X080122_SNP6.0_BT549_G01	8	60184888	61151991	548	0.2679
BT549	X080122_SNP6.0_BT549_G01	8	61152006	65012065	2578	0.5076
BT549	X080122_SNP6.0_BT549_G01	8	65012278	65496707	256	0.0965
BT549	X080122_SNP6.0_BT549_G01	8	65499135	75453046	6276	0.526
BT549	X080122_SNP6.0_BT549_G01	8	75453469	76859518	832	0.4291
BT549	X080122_SNP6.0_BT549_G01	8	76863620	76870699	6	-0.8649
BT549	X080122_SNP6.0_BT549_G01	8	76873667	77350046	261	0.1789
BT549	X080122_SNP6.0_BT549_G01	8	77351084	77358084	8	-0.8533
BT549	X080122_SNP6.0_BT549_G01	8	77364173	78260754	534	0.4456
BT549	X080122_SNP6.0_BT549_G01	8	78270417	78332140	36	0.0205
BT549	X080122_SNP6.0_BT549_G01	8	78332481	78347697	18	-0.685
BT549	X080122_SNP6.0_BT549_G01	8	78349289	78980951	379	0.234
BT549	X080122_SNP6.0_BT549_G01	8	78980995	78987103	9	-1.1425
BT549	X080122_SNP6.0_BT549_G01	8	78989172	80405181	853	0.2158
BT549	X080122_SNP6.0_BT549_G01	8	80405523	83735279	1949	0.4837
BT549	X080122_SNP6.0_BT549_G01	8	83742418	83744450	2	-3.2943
BT549	X080122_SNP6.0_BT549_G01	8	83745478	83875463	96	0.261
BT549	X080122_SNP6.0_BT549_G01	8	83877115	83880390	4	-2.3178
BT549	X080122_SNP6.0_BT549_G01	8	83880527	84049819	87	0.2339
BT549	X080122_SNP6.0_BT549_G01	8	84051316	84055074	4	-1.6855
BT549	X080122_SNP6.0_BT549_G01	8	84057293	84134033	47	0.2423
BT549	X080122_SNP6.0_BT549_G01	8	84136953	84353763	110	0.6607
BT549	X080122_SNP6.0_BT549_G01	8	84363473	84640468	137	0.2224
BT549	X080122_SNP6.0_BT549_G01	8	84641486	84659980	16	-0.8588
BT549	X080122_SNP6.0_BT549_G01	8	84668730	85999846	822	0.2971
BT549	X080122_SNP6.0_BT549_G01	8	86000660	87722435	867	0.5174
BT549	X080122_SNP6.0_BT549_G01	8	87725203	87729216	5	-1.6753
BT549	X080122_SNP6.0_BT549_G01	8	87730629	88444503	409	0.4559
BT549	X080122_SNP6.0_BT549_G01	8	88446815	88780952	191	0.0559
BT549	X080122_SNP6.0_BT549_G01	8	88783438	89792507	567	0.3874
BT549	X080122_SNP6.0_BT549_G01	8	89792686	90285531	341	0.1589
BT549	X080122_SNP6.0_BT549_G01	8	90285616	90667522	247	0.5173
BT549	X080122_SNP6.0_BT549_G01	8	90670216	90673935	12	-0.6533
BT549	X080122_SNP6.0_BT549_G01	8	90674022	92041150	834	0.4441
BT549	X080122_SNP6.0_BT549_G01	8	92044408	92047184	5	-1.5022
BT549	X080122_SNP6.0_BT549_G01	8	92054326	94597888	1472	0.4113
BT549	X080122_SNP6.0_BT549_G01	8	94600292	94604043	5	-2.4333
BT549	X080122_SNP6.0_BT549_G01	8	94604104	104654970	6442	0.567
BT549	X080122_SNP6.0_BT549_G01	8	104655831	104678677	11	-0.3534
BT549	X080122_SNP6.0_BT549_G01	8	104681270	106827108	1294	0.4523
BT549	X080122_SNP6.0_BT549_G01	8	106828143	107061314	107	-0.1104
BT549	X080122_SNP6.0_BT549_G01	8	107062779	110760191	2427	0.4409
BT549	X080122_SNP6.0_BT549_G01	8	110760605	115703731	2718	0.2186
BT549	X080122_SNP6.0_BT549_G01	8	115703830	115710908	27	-1.6931
BT549	X080122_SNP6.0_BT549_G01	8	115719874	116893982	753	0.3892
BT549	X080122_SNP6.0_BT549_G01	8	116905034	119843083	2086	0.5828
BT549	X080122_SNP6.0_BT549_G01	8	119844268	119854361	15	-0.3363
BT549	X080122_SNP6.0_BT549_G01	8	119855307	120131909	240	0.4332
BT549	X080122_SNP6.0_BT549_G01	8	120135712	120141268	9	-0.8911
BT549	X080122_SNP6.0_BT549_G01	8	120144802	120423165	198	0.4628
BT549	X080122_SNP6.0_BT549_G01	8	120424167	120455563	30	-0.1584
BT549	X080122_SNP6.0_BT549_G01	8	120458767	121346577	591	0.6274
BT549	X080122_SNP6.0_BT549_G01	8	121349233	121357631	10	-0.8703
BT549	X080122_SNP6.0_BT549_G01	8	121359057	122139728	502	0.5019
BT549	X080122_SNP6.0_BT549_G01	8	122143414	122144384	5	-1.2745
BT549	X080122_SNP6.0_BT549_G01	8	122151148	126847773	3315	0.5981
BT549	X080122_SNP6.0_BT549_G01	8	126848804	128323002	1104	0.4626
BT549	X080122_SNP6.0_BT549_G01	8	128325043	132724017	3256	0.5701
BT549	X080122_SNP6.0_BT549_G01	8	132728623	132769909	33	-0.0513
BT549	X080122_SNP6.0_BT549_G01	8	132770193	133864803	873	0.5797
BT549	X080122_SNP6.0_BT549_G01	8	133868101	133897322	22	-0.5547
BT549	X080122_SNP6.0_BT549_G01	8	133898170	137175260	2841	0.5546
BT549	X080122_SNP6.0_BT549_G01	8	137179518	139226906	1667	0.3981
BT549	X080122_SNP6.0_BT549_G01	8	139227718	140222558	881	0.5889
BT549	X080122_SNP6.0_BT549_G01	8	140223026	140224625	3	-1.8168
BT549	X080122_SNP6.0_BT549_G01	8	140225419	144770301	2666	0.6313
BT549	X080122_SNP6.0_BT549_G01	8	144776301	144778165	8	-1.0619
BT549	X080122_SNP6.0_BT549_G01	8	144778951	146268960	523	0.7231
BT549	X080122_SNP6.0_BT549_G01	9	36431	3266397	3582	0.1187
BT549	X080122_SNP6.0_BT549_G01	9	3269136	3278907	11	-1.5937
BT549	X080122_SNP6.0_BT549_G01	9	3284227	3506556	125	-0.1286
BT549	X080122_SNP6.0_BT549_G01	9	3507090	7446549	3670	0.1746
BT549	X080122_SNP6.0_BT549_G01	9	7448119	8109666	662	0.0304
BT549	X080122_SNP6.0_BT549_G01	9	8110905	10090397	1924	-0.0857
BT549	X080122_SNP6.0_BT549_G01	9	10090851	10099188	12	-1.7101
BT549	X080122_SNP6.0_BT549_G01	9	10102502	12712357	2106	-0.1323
BT549	X080122_SNP6.0_BT549_G01	9	12712400	14601366	1601	0.1702
BT549	X080122_SNP6.0_BT549_G01	9	14601648	14606388	8	-1.26
BT549	X080122_SNP6.0_BT549_G01	9	14608316	16006726	1050	0.1137
BT549	X080122_SNP6.0_BT549_G01	9	16006878	17240624	1198	0.2799
BT549	X080122_SNP6.0_BT549_G01	9	17240916	19700067	2202	0.1473
BT549	X080122_SNP6.0_BT549_G01	9	19701015	23870959	3191	0.0456
BT549	X080122_SNP6.0_BT549_G01	9	23871168	23886675	3	-3.1483
BT549	X080122_SNP6.0_BT549_G01	9	23892128	24151849	158	0.1189
BT549	X080122_SNP6.0_BT549_G01	9	24153287	25594425	1076	-0.1685
BT549	X080122_SNP6.0_BT549_G01	9	25594469	27881633	1819	0.1657
BT549	X080122_SNP6.0_BT549_G01	9	27881783	28199904	336	-0.0104
BT549	X080122_SNP6.0_BT549_G01	9	28203050	28208368	6	-1.843
BT549	X080122_SNP6.0_BT549_G01	9	28208512	29389551	874	-0.0202
BT549	X080122_SNP6.0_BT549_G01	9	29390712	29422264	32	-0.8399
BT549	X080122_SNP6.0_BT549_G01	9	29422807	29507491	62	0.4013
BT549	X080122_SNP6.0_BT549_G01	9	29509972	29687750	127	-0.1591
BT549	X080122_SNP6.0_BT549_G01	9	29691566	29695281	4	-2.6233
BT549	X080122_SNP6.0_BT549_G01	9	29695887	29899869	157	0.0304
BT549	X080122_SNP6.0_BT549_G01	9	29902433	29905755	4	-2.4547
BT549	X080122_SNP6.0_BT549_G01	9	29909131	32185920	1623	-0.1008
BT549	X080122_SNP6.0_BT549_G01	9	32189276	32888592	520	0.1729
BT549	X080122_SNP6.0_BT549_G01	9	32888763	36052115	1864	0.2719
BT549	X080122_SNP6.0_BT549_G01	9	36056220	36056385	2	-3.3574
BT549	X080122_SNP6.0_BT549_G01	9	36063434	37125181	741	0.2332
BT549	X080122_SNP6.0_BT549_G01	9	37128672	37131508	3	-1.7949
BT549	X080122_SNP6.0_BT549_G01	9	37139942	37325210	71	0.1865
BT549	X080122_SNP6.0_BT549_G01	9	37326856	43594136	1364	0.5111
BT549	X080122_SNP6.0_BT549_G01	9	43594977	44780915	116	1.025
BT549	X080122_SNP6.0_BT549_G01	9	44795734	46324419	95	0.4314
BT549	X080122_SNP6.0_BT549_G01	9	46744084	67673802	70	0.0036
BT549	X080122_SNP6.0_BT549_G01	9	67675872	67675880	5	4.0517
BT549	X080122_SNP6.0_BT549_G01	9	67678161	67814092	34	0.3585
BT549	X080122_SNP6.0_BT549_G01	9	67819961	69232331	171	0.1871
BT549	X080122_SNP6.0_BT549_G01	9	69247489	70130416	19	-1.6269
BT549	X080122_SNP6.0_BT549_G01	9	70133651	71548562	1205	-0.2293
BT549	X080122_SNP6.0_BT549_G01	9	71551846	71556600	6	-1.7996
BT549	X080122_SNP6.0_BT549_G01	9	71563166	72610991	772	-0.2174
BT549	X080122_SNP6.0_BT549_G01	9	72612944	73282045	522	-0.4298
BT549	X080122_SNP6.0_BT549_G01	9	73284349	74887347	1123	-0.1899
BT549	X080122_SNP6.0_BT549_G01	9	74887595	75203258	176	-0.4987
BT549	X080122_SNP6.0_BT549_G01	9	75210679	75218544	6	-2.9201
BT549	X080122_SNP6.0_BT549_G01	9	75219320	76222505	630	-0.4236
BT549	X080122_SNP6.0_BT549_G01	9	76224799	76226429	7	-2.2055
BT549	X080122_SNP6.0_BT549_G01	9	76227338	76384348	90	-0.3915
BT549	X080122_SNP6.0_BT549_G01	9	76384432	78238534	1493	-0.2324
BT549	X080122_SNP6.0_BT549_G01	9	78238977	80400465	1629	-0.0819
BT549	X080122_SNP6.0_BT549_G01	9	80402630	89604516	6871	-0.2036
BT549	X080122_SNP6.0_BT549_G01	9	89605040	89605045	2	-4.1097
BT549	X080122_SNP6.0_BT549_G01	9	89605444	99752095	6864	-0.1455
BT549	X080122_SNP6.0_BT549_G01	9	99756584	103387292	2526	0.1906
BT549	X080122_SNP6.0_BT549_G01	9	103391529	103903365	449	-0.0351
BT549	X080122_SNP6.0_BT549_G01	9	103907892	103914581	13	-1.6157
BT549	X080122_SNP6.0_BT549_G01	9	103914709	103989329	60	0.0452
BT549	X080122_SNP6.0_BT549_G01	9	103990169	103993975	7	-3.386
BT549	X080122_SNP6.0_BT549_G01	9	104001401	105640996	1141	-0.0803
BT549	X080122_SNP6.0_BT549_G01	9	105641232	105643898	2	-4.2443
BT549	X080122_SNP6.0_BT549_G01	9	105646152	105700436	39	0.039
BT549	X080122_SNP6.0_BT549_G01	9	105700913	105772965	54	-0.5147
BT549	X080122_SNP6.0_BT549_G01	9	105773239	106212736	351	0.0879
BT549	X080122_SNP6.0_BT549_G01	9	106220507	106223231	3	-2.7691
BT549	X080122_SNP6.0_BT549_G01	9	106226887	106308745	73	0.0931
BT549	X080122_SNP6.0_BT549_G01	9	106309602	106318455	10	-0.792
BT549	X080122_SNP6.0_BT549_G01	9	106320389	106409858	119	0.1233
BT549	X080122_SNP6.0_BT549_G01	9	106411475	106416659	15	-0.7713
BT549	X080122_SNP6.0_BT549_G01	9	106416776	106512518	76	0.0972
BT549	X080122_SNP6.0_BT549_G01	9	106514987	106522077	7	-1.0347
BT549	X080122_SNP6.0_BT549_G01	9	106524677	106920248	384	0.2642
BT549	X080122_SNP6.0_BT549_G01	9	106920491	106920491	2	-3.2463
BT549	X080122_SNP6.0_BT549_G01	9	106922654	108017894	686	0.2148
BT549	X080122_SNP6.0_BT549_G01	9	108017912	108554764	406	0.032
BT549	X080122_SNP6.0_BT549_G01	9	108557356	112335867	3240	0.225
BT549	X080122_SNP6.0_BT549_G01	9	112338621	112343632	10	-1.3829
BT549	X080122_SNP6.0_BT549_G01	9	112343762	117702311	4048	0.2379
BT549	X080122_SNP6.0_BT549_G01	9	117703252	118091788	245	0.5208
BT549	X080122_SNP6.0_BT549_G01	9	118092097	119146345	1035	0.2048
BT549	X080122_SNP6.0_BT549_G01	9	119147394	119150111	7	-1.1101
BT549	X080122_SNP6.0_BT549_G01	9	119150266	119310265	134	0.2291
BT549	X080122_SNP6.0_BT549_G01	9	119310620	120049142	608	0.0377
BT549	X080122_SNP6.0_BT549_G01	9	120050553	120064884	17	-1.3908
BT549	X080122_SNP6.0_BT549_G01	9	120065637	121730795	1444	0.0683
BT549	X080122_SNP6.0_BT549_G01	9	121731080	121732216	2	-3.3713
BT549	X080122_SNP6.0_BT549_G01	9	121734385	121804583	50	0.1423
BT549	X080122_SNP6.0_BT549_G01	9	121804905	127692836	3691	0.2185
BT549	X080122_SNP6.0_BT549_G01	9	127696269	127707979	9	-1.4165
BT549	X080122_SNP6.0_BT549_G01	9	127708069	128160251	390	0.2667
BT549	X080122_SNP6.0_BT549_G01	9	128160543	128161093	2	-2.1843
BT549	X080122_SNP6.0_BT549_G01	9	128161444	135762077	4641	0.3027
BT549	X080122_SNP6.0_BT549_G01	9	135764038	135764722	3	-2.2248
BT549	X080122_SNP6.0_BT549_G01	9	135768974	140194651	2022	0.2807
BT549	X080122_SNP6.0_BT549_G01	9	140195376	140211216	3	-1.4134
BT549	X080122_SNP6.0_BT549_G01	10	62760	1943525	1431	0.116
BT549	X080122_SNP6.0_BT549_G01	10	1943549	1952508	10	-1.1406
BT549	X080122_SNP6.0_BT549_G01	10	1953068	2825981	868	0.0615
BT549	X080122_SNP6.0_BT549_G01	10	2826548	2827191	9	-1.4488
BT549	X080122_SNP6.0_BT549_G01	10	2829579	8842314	5557	0.0678
BT549	X080122_SNP6.0_BT549_G01	10	8842918	9051882	166	-0.1661
BT549	X080122_SNP6.0_BT549_G01	10	9053840	9053993	2	-3.6177
BT549	X080122_SNP6.0_BT549_G01	10	9056576	10443474	1041	-0.1624
BT549	X080122_SNP6.0_BT549_G01	10	10443769	10550619	92	0.0792
BT549	X080122_SNP6.0_BT549_G01	10	10554605	10554605	2	-3.0258
BT549	X080122_SNP6.0_BT549_G01	10	10554633	11701869	1052	-0.0051
BT549	X080122_SNP6.0_BT549_G01	10	11704062	19072534	5778	0.123
BT549	X080122_SNP6.0_BT549_G01	10	19072810	21342827	1892	-0.0039
BT549	X080122_SNP6.0_BT549_G01	10	21345077	22211147	433	0.2181
BT549	X080122_SNP6.0_BT549_G01	10	22212307	24417687	1413	0.0144
BT549	X080122_SNP6.0_BT549_G01	10	24417925	24418061	4	-2.9094
BT549	X080122_SNP6.0_BT549_G01	10	24418915	25483186	745	0.0551
BT549	X080122_SNP6.0_BT549_G01	10	25483965	25994140	372	-0.1506
BT549	X080122_SNP6.0_BT549_G01	10	25996804	31286517	4071	0.0821
BT549	X080122_SNP6.0_BT549_G01	10	31291341	31291689	6	-2.4131
BT549	X080122_SNP6.0_BT549_G01	10	31291721	31702492	311	0.0412
BT549	X080122_SNP6.0_BT549_G01	10	31702727	31707989	4	-4.1877
BT549	X080122_SNP6.0_BT549_G01	10	31709348	31819844	61	-0.0854
BT549	X080122_SNP6.0_BT549_G01	10	31821010	32988759	707	0.1309
BT549	X080122_SNP6.0_BT549_G01	10	32991417	32995302	37	-0.4986
BT549	X080122_SNP6.0_BT549_G01	10	32998579	36605862	2490	0.127
BT549	X080122_SNP6.0_BT549_G01	10	36606355	36607135	2	-2.3371
BT549	X080122_SNP6.0_BT549_G01	10	36607533	37248415	454	0.08
BT549	X080122_SNP6.0_BT549_G01	10	37254232	37545198	160	-0.2134
BT549	X080122_SNP6.0_BT549_G01	10	37548328	37565470	10	-1.5155
BT549	X080122_SNP6.0_BT549_G01	10	37565628	37927842	211	0.0459
BT549	X080122_SNP6.0_BT549_G01	10	37930165	37934233	5	-1.4483
BT549	X080122_SNP6.0_BT549_G01	10	37934266	41783553	540	0.0933
BT549	X080122_SNP6.0_BT549_G01	10	41783626	41975679	26	-0.8651
BT549	X080122_SNP6.0_BT549_G01	10	42002139	47430977	2867	0.0637
BT549	X080122_SNP6.0_BT549_G01	10	47432906	47470908	4	2.4446
BT549	X080122_SNP6.0_BT549_G01	10	47480076	52448261	2410	0.0504
BT549	X080122_SNP6.0_BT549_G01	10	52449373	53006738	505	-0.3364
BT549	X080122_SNP6.0_BT549_G01	10	53007261	54556351	1250	-0.0601
BT549	X080122_SNP6.0_BT549_G01	10	54557131	54607393	66	-0.6148
BT549	X080122_SNP6.0_BT549_G01	10	54607500	54607937	2	-5.443
BT549	X080122_SNP6.0_BT549_G01	10	54609159	54646363	18	-0.058
BT549	X080122_SNP6.0_BT549_G01	10	54646559	54647695	2	-3.6448
BT549	X080122_SNP6.0_BT549_G01	10	54650050	55636727	777	-0.1978
BT549	X080122_SNP6.0_BT549_G01	10	55638918	55641445	10	-1.762
BT549	X080122_SNP6.0_BT549_G01	10	55642037	56849158	786	-0.2978
BT549	X080122_SNP6.0_BT549_G01	10	56849323	56852715	22	-1.5667
BT549	X080122_SNP6.0_BT549_G01	10	56852829	59128094	1701	-0.2911
BT549	X080122_SNP6.0_BT549_G01	10	59128431	62508471	2530	0.0502
BT549	X080122_SNP6.0_BT549_G01	10	62508869	63047919	351	-0.2028
BT549	X080122_SNP6.0_BT549_G01	10	63048004	63924237	580	0.0916
BT549	X080122_SNP6.0_BT549_G01	10	63926836	63931491	6	-1.4195
BT549	X080122_SNP6.0_BT549_G01	10	63933408	64329632	304	0.0319
BT549	X080122_SNP6.0_BT549_G01	10	64329648	64330403	2	-2.8688
BT549	X080122_SNP6.0_BT549_G01	10	64330837	65500555	691	0.1116
BT549	X080122_SNP6.0_BT549_G01	10	65503572	66366987	583	-0.0974
BT549	X080122_SNP6.0_BT549_G01	10	66367842	66393626	22	-1.1238
BT549	X080122_SNP6.0_BT549_G01	10	66395818	66992933	435	-0.1524
BT549	X080122_SNP6.0_BT549_G01	10	66995459	66999413	8	-1.6659
BT549	X080122_SNP6.0_BT549_G01	10	67001506	67118924	84	-0.0055
BT549	X080122_SNP6.0_BT549_G01	10	67121576	67139962	19	-1.1076
BT549	X080122_SNP6.0_BT549_G01	10	67146138	67516579	350	-0.1087
BT549	X080122_SNP6.0_BT549_G01	10	67518311	67524517	9	-1.3158
BT549	X080122_SNP6.0_BT549_G01	10	67525942	67759588	164	-0.2287
BT549	X080122_SNP6.0_BT549_G01	10	67759885	67769763	4	-3.0161
BT549	X080122_SNP6.0_BT549_G01	10	67771546	69002940	832	-0.1997
BT549	X080122_SNP6.0_BT549_G01	10	69006761	82573387	8886	0.1233
BT549	X080122_SNP6.0_BT549_G01	10	82583560	83042930	283	-0.1813
BT549	X080122_SNP6.0_BT549_G01	10	83042993	83045276	2	-3.015
BT549	X080122_SNP6.0_BT549_G01	10	83045727	83567572	334	-0.228
BT549	X080122_SNP6.0_BT549_G01	10	83571300	83902929	306	-0.0089
BT549	X080122_SNP6.0_BT549_G01	10	83905257	83910915	7	-1.0532
BT549	X080122_SNP6.0_BT549_G01	10	83913952	83972520	52	-0.0789
BT549	X080122_SNP6.0_BT549_G01	10	83975057	83975636	2	-2.8282
BT549	X080122_SNP6.0_BT549_G01	10	83976583	84949364	819	-0.0067
BT549	X080122_SNP6.0_BT549_G01	10	84949429	84957663	7	-1.5171
BT549	X080122_SNP6.0_BT549_G01	10	84958167	85160155	127	0.0745
BT549	X080122_SNP6.0_BT549_G01	10	85160981	85167693	7	-1.5323
BT549	X080122_SNP6.0_BT549_G01	10	85172879	86843265	1276	0.0057
BT549	X080122_SNP6.0_BT549_G01	10	86843660	86846280	2	-3.4007
BT549	X080122_SNP6.0_BT549_G01	10	86847728	87126062	244	-0.0035
BT549	X080122_SNP6.0_BT549_G01	10	87126098	87147455	14	-1.2853
BT549	X080122_SNP6.0_BT549_G01	10	87148801	90338800	2072	0.033
BT549	X080122_SNP6.0_BT549_G01	10	90339890	90347139	12	-1.5774
BT549	X080122_SNP6.0_BT549_G01	10	90351816	91947698	1260	0.0084
BT549	X080122_SNP6.0_BT549_G01	10	91951512	92502266	391	-0.2717
BT549	X080122_SNP6.0_BT549_G01	10	92503857	92977243	377	0.06
BT549	X080122_SNP6.0_BT549_G01	10	92978463	93245987	129	-0.1431
BT549	X080122_SNP6.0_BT549_G01	10	93247863	100567004	4613	0.0756
BT549	X080122_SNP6.0_BT549_G01	10	100570113	100570953	4	-2.3087
BT549	X080122_SNP6.0_BT549_G01	10	100571062	101053579	255	-0.0317
BT549	X080122_SNP6.0_BT549_G01	10	101053611	106622497	3183	0.1296
BT549	X080122_SNP6.0_BT549_G01	10	106623062	107119263	385	-0.0452
BT549	X080122_SNP6.0_BT549_G01	10	107120051	107775910	495	-0.1055
BT549	X080122_SNP6.0_BT549_G01	10	107776006	107789906	10	-1.5799
BT549	X080122_SNP6.0_BT549_G01	10	107796834	108199407	310	-0.1893
BT549	X080122_SNP6.0_BT549_G01	10	108204126	108205182	5	-2.7195
BT549	X080122_SNP6.0_BT549_G01	10	108206274	110768727	2012	-0.1402
BT549	X080122_SNP6.0_BT549_G01	10	110769465	110785857	10	-1.9727
BT549	X080122_SNP6.0_BT549_G01	10	110786033	110808342	11	-0.5835
BT549	X080122_SNP6.0_BT549_G01	10	110808608	110813073	4	-4.1852
BT549	X080122_SNP6.0_BT549_G01	10	110814664	114309370	2440	-0.2811
BT549	X080122_SNP6.0_BT549_G01	10	114309833	116863892	1849	-0.1663
BT549	X080122_SNP6.0_BT549_G01	10	116864467	116869486	2	-3.0054
BT549	X080122_SNP6.0_BT549_G01	10	116873904	117431227	333	-0.4222
BT549	X080122_SNP6.0_BT549_G01	10	117434524	117435295	5	-1.9651
BT549	X080122_SNP6.0_BT549_G01	10	117436622	135356695	13646	-0.1719
BT549	X080122_SNP6.0_BT549_G01	11	188510	244869	48	0.023
BT549	X080122_SNP6.0_BT549_G01	11	246714	4516357	2074	-0.1411
BT549	X080122_SNP6.0_BT549_G01	11	4516826	4929977	482	-0.2967
BT549	X080122_SNP6.0_BT549_G01	11	4930120	4930440	10	-2.6114
BT549	X080122_SNP6.0_BT549_G01	11	4930455	7375953	2053	-0.3171
BT549	X080122_SNP6.0_BT549_G01	11	7376191	14742695	5705	-0.1463
BT549	X080122_SNP6.0_BT549_G01	11	14743462	14746160	3	-2.8203
BT549	X080122_SNP6.0_BT549_G01	11	14754509	15950560	848	-0.2455
BT549	X080122_SNP6.0_BT549_G01	11	15951399	16458404	273	-0.7259
BT549	X080122_SNP6.0_BT549_G01	11	16462666	21020725	3687	-0.1897
BT549	X080122_SNP6.0_BT549_G01	11	21020898	21215543	213	-0.3753
BT549	X080122_SNP6.0_BT549_G01	11	21215671	21216121	4	-3.0095
BT549	X080122_SNP6.0_BT549_G01	11	21219036	22705894	1095	-0.5014
BT549	X080122_SNP6.0_BT549_G01	11	22708074	22712212	5	-3.3224
BT549	X080122_SNP6.0_BT549_G01	11	22716853	25884956	2382	-0.4389
BT549	X080122_SNP6.0_BT549_G01	11	25887082	25893676	4	-3.9475
BT549	X080122_SNP6.0_BT549_G01	11	25897127	27147105	976	-0.4292
BT549	X080122_SNP6.0_BT549_G01	11	27150676	27940946	511	-0.1319
BT549	X080122_SNP6.0_BT549_G01	11	27942767	31643223	2245	-0.3896
BT549	X080122_SNP6.0_BT549_G01	11	31643519	33115142	1041	-0.1933
BT549	X080122_SNP6.0_BT549_G01	11	33117033	33117738	2	-2.7112
BT549	X080122_SNP6.0_BT549_G01	11	33122638	34866653	1348	-0.1833
BT549	X080122_SNP6.0_BT549_G01	11	34866793	34870525	11	-1.3439
BT549	X080122_SNP6.0_BT549_G01	11	34870713	36596822	1560	-0.1591
BT549	X080122_SNP6.0_BT549_G01	11	36599266	43053374	4367	-0.3914
BT549	X080122_SNP6.0_BT549_G01	11	43054876	44990322	1485	-0.2142
BT549	X080122_SNP6.0_BT549_G01	11	44990324	48440358	1784	0.2382
BT549	X080122_SNP6.0_BT549_G01	11	48440760	48747677	139	-0.0109
BT549	X080122_SNP6.0_BT549_G01	11	48747713	48849796	18	-1.7103
BT549	X080122_SNP6.0_BT549_G01	11	48870221	49264381	182	0.1488
BT549	X080122_SNP6.0_BT549_G01	11	49267528	49735632	248	-0.2344
BT549	X080122_SNP6.0_BT549_G01	11	49743746	50430854	310	0.0496
BT549	X080122_SNP6.0_BT549_G01	11	50432844	50725894	34	-1.0346
BT549	X080122_SNP6.0_BT549_G01	11	50952568	51021762	5	0.8308
BT549	X080122_SNP6.0_BT549_G01	11	51033151	51123597	25	-1.1745
BT549	X080122_SNP6.0_BT549_G01	11	51124248	51421004	121	-0.0128
BT549	X080122_SNP6.0_BT549_G01	11	54458222	54596906	14	-1.9184
BT549	X080122_SNP6.0_BT549_G01	11	54596989	56422765	1131	-0.103
BT549	X080122_SNP6.0_BT549_G01	11	56423130	57714311	806	0.179
BT549	X080122_SNP6.0_BT549_G01	11	57721706	57911077	139	-0.2909
BT549	X080122_SNP6.0_BT549_G01	11	57911662	58939806	573	0.082
BT549	X080122_SNP6.0_BT549_G01	11	58940516	59355183	254	0.2968
BT549	X080122_SNP6.0_BT549_G01	11	59357033	60223226	574	0.0219
BT549	X080122_SNP6.0_BT549_G01	11	60223751	77691705	9104	0.2536
BT549	X080122_SNP6.0_BT549_G01	11	77692017	79131045	1177	0.1574
BT549	X080122_SNP6.0_BT549_G01	11	79133783	79855468	595	0.0599
BT549	X080122_SNP6.0_BT549_G01	11	79857465	80547952	500	-0.1897
BT549	X080122_SNP6.0_BT549_G01	11	80550142	80555857	29	-1.0413
BT549	X080122_SNP6.0_BT549_G01	11	80555954	80625973	78	-0.0932
BT549	X080122_SNP6.0_BT549_G01	11	80625989	80636055	8	-1.8259
BT549	X080122_SNP6.0_BT549_G01	11	80642172	81233225	554	-0.1179
BT549	X080122_SNP6.0_BT549_G01	11	81235366	81260706	24	-1.1137
BT549	X080122_SNP6.0_BT549_G01	11	81260844	81771147	391	-0.2259
BT549	X080122_SNP6.0_BT549_G01	11	81778012	82010249	168	-0.0254
BT549	X080122_SNP6.0_BT549_G01	11	82010345	83260296	768	0.1276
BT549	X080122_SNP6.0_BT549_G01	11	83263429	84865687	1098	-0.0879
BT549	X080122_SNP6.0_BT549_G01	11	84866172	86965450	1469	0.2138
BT549	X080122_SNP6.0_BT549_G01	11	86966842	87229864	179	0.0128
BT549	X080122_SNP6.0_BT549_G01	11	87230174	87293068	71	-0.3676
BT549	X080122_SNP6.0_BT549_G01	11	87295787	87530015	177	0.0799
BT549	X080122_SNP6.0_BT549_G01	11	87530323	87535019	6	-1.0886
BT549	X080122_SNP6.0_BT549_G01	11	87535538	87575898	39	0.1232
BT549	X080122_SNP6.0_BT549_G01	11	87576421	87585731	15	-0.8705
BT549	X080122_SNP6.0_BT549_G01	11	87586326	88110155	402	0.0817
BT549	X080122_SNP6.0_BT549_G01	11	88111682	89873308	860	-0.1004
BT549	X080122_SNP6.0_BT549_G01	11	89873847	89877220	11	-2.0238
BT549	X080122_SNP6.0_BT549_G01	11	89880110	90951660	789	-0.1402
BT549	X080122_SNP6.0_BT549_G01	11	90955625	91608728	478	0.0261
BT549	X080122_SNP6.0_BT549_G01	11	91609851	91613453	13	-0.922
BT549	X080122_SNP6.0_BT549_G01	11	91617508	95748076	3128	0.1565
BT549	X080122_SNP6.0_BT549_G01	11	95748779	96256568	321	-0.0392
BT549	X080122_SNP6.0_BT549_G01	11	96257673	96279728	19	-1.0306
BT549	X080122_SNP6.0_BT549_G01	11	96280576	96804670	400	-0.0781
