Gene1	Gene2	qval
RPS6KA1	RPS5	0.00497838113937186
SIRT7	RPS5	0.00497838113937186
RPS6KA1	RPS6	0.00497838113937186
RPS6KA2	RPS6	0.00497838113937186
SIRT7	RPS6	0.00497838113937186
RPS6KA2	RPS6KA1	0.00497838113937186
SDC2	SDC1	0.00497838113937186
TNNI1	TNNC1	0.00497838113937186
TNNI2	TNNC1	0.00497838113937186
YWHAE	YWHAB	0.00497838113937186
USP36	IFRD2	0.00497838113937186
TNFRSF25	TRADD	0.00497838113937186
NCOR2	NCOR1	0.00497838113937186
TUBB3	TUBA1B	0.00497838113937186
TUBB4B	TUBA1B	0.00497838113937186
DTL	COPS4	0.00497838113937186
WDR48	NOP10	0.00497838113937186
PRMT8	GPATCH2L	0.00497838113937186
GAPVD1	NR3C1	0.0139196668107096
AKT2	AKT1	0.0141406139029431
ANGPT2	ANGPT1	0.0141406139029431
ANXA4	ANXA1	0.0141406139029431
ANXA5	ANXA1	0.0141406139029431
ANXA4	ANXA3	0.0141406139029431
ATP6V1B1	ATP6V1A	0.0141406139029431
ATP6V1B2	ATP6V1B1	0.0141406139029431
ATP6V1C1	ATP6V1B1	0.0141406139029431
ATP6V1E1	ATP6V1B1	0.0141406139029431
ATP6V1E1	ATP6V1B2	0.0141406139029431
ATP6V1E1	ATP6V1C1	0.0141406139029431
BCKDHB	BCKDHA	0.0141406139029431
DFFB	DFFA	0.0141406139029431
EIF4A2	EIF4A1	0.0141406139029431
EIF4B	EIF4A1	0.0141406139029431
GRIN2A	GRIN1	0.0141406139029431
HADHB	HADHA	0.0141406139029431
HMGN2	HMGN1	0.0141406139029431
LGALS9	LGALS8	0.0141406139029431
LHCGR	LHB	0.0141406139029431
LIFR	LIF	0.0141406139029431
LIMK2	LIMK1	0.0141406139029431
MCM7	MCM6	0.0141406139029431
MLLT1	KMT2A	0.0141406139029431
AFF1	KMT2A	0.0141406139029431
MLLT3	KMT2A	0.0141406139029431
MLLT4	KMT2A	0.0141406139029431
AFF1	MLLT1	0.0141406139029431
MLLT3	MLLT1	0.0141406139029431
MLLT3	AFF1	0.0141406139029431
NDUFS2	NDUFS1	0.0141406139029431
NDUFV1	NDUFS1	0.0141406139029431
NDUFS3	NDUFS2	0.0141406139029431
NDUFV1	NDUFS2	0.0141406139029431
NDUFV1	NDUFS3	0.0141406139029431
NDUFS6	NDUFS4	0.0141406139029431
NDUFS8	NDUFS6	0.0141406139029431
NMBR	NMB	0.0141406139029431
NME1-NME2	NME1	0.0141406139029431
CNOT3	CNOT2	0.0141406139029431
ORC4	ORC2	0.0141406139029431
ORC5	ORC2	0.0141406139029431
ORC5	ORC4	0.0141406139029431
PCCB	PCCA	0.0141406139029431
PRKCD	PRKCB	0.0141406139029431
MAP2K5	MAPK7	0.0141406139029431
MAP2K1	MAPK8	0.0141406139029431
MAP2K2	MAPK8	0.0141406139029431
MAP2K7	MAPK8	0.0141406139029431
MAP2K7	MAPK9	0.0141406139029431
MAP2K2	MAP2K1	0.0141406139029431
DNAJC3	EIF2AK2	0.0141406139029431
PRKRIR	EIF2AK2	0.0141406139029431
PRKRIR	DNAJC3	0.0141406139029431
PRLR	PRL	0.0141406139029431
PROS1	PROC	0.0141406139029431
PXN	PTPRO	0.0141406139029431
PXN	PTPRZ1	0.0141406139029431
PURB	PURA	0.0141406139029431
PVRL1	PVR	0.0141406139029431
ABCD3	PEX19	0.0141406139029431
PXMP2	PEX19	0.0141406139029431
PEX2	PEX19	0.0141406139029431
PEX5	PEX2	0.0141406139029431
RAB1B	PCYT2	0.0141406139029431
RFXAP	RFX5	0.0141406139029431
RPLP1	RPLP0	0.0141406139029431
RPLP2	RPLP0	0.0141406139029431
RPLP2	RPLP1	0.0141406139029431
MRPL12	RPLP2	0.0141406139029431
RPS3	RPS2	0.0141406139029431
SKI	SIAH2	0.0141406139029431
SKI	SIX1	0.0141406139029431
SKIL	SKI	0.0141406139029431
THBS3	THBS2	0.0141406139029431
TP73	TP53BP1	0.0141406139029431
TP73	TP53BP2	0.0141406139029431
TRPC3	TRPC1	0.0141406139029431
TRPC4	TRPC1	0.0141406139029431
TRPC4	TRPC3	0.0141406139029431
XPC	XPA	0.0141406139029431
XRCC1	XPO1	0.0141406139029431
EIF3G	EIF3F	0.0141406139029431
EIF3H	EIF3F	0.0141406139029431
EIF3H	EIF3G	0.0141406139029431
RECQL4	RECQL5	0.0141406139029431
RRAGD	RPTOR	0.0141406139029431
ABCG8	ABCG5	0.0141406139029431
HERC5	CCNE1	0.0264802164512868
AGTR1	AGT	0.0574153273791392
AGTR2	AGT	0.0574153273791392
CCNB1	CCNA2	0.0574153273791392
EEF1D	EEF1B2	0.0574153273791392
EEF1G	EEF1B2	0.0574153273791392
EPB41	EEF1B2	0.0574153273791392
EEF1G	EEF1D	0.0574153273791392
EFNA1	EEF1G	0.0574153273791392
EPHA1	EFNA1	0.0574153273791392
EPHA3	EFNA1	0.0574153273791392
EPHA4	EFNA1	0.0574153273791392
EPHA3	EFNA2	0.0574153273791392
EPHA4	EFNA2	0.0574153273791392
EPHA3	EFNA3	0.0574153273791392
EPHA4	EFNA3	0.0574153273791392
EPHA3	EFNA4	0.0574153273791392
EPHA4	EFNA4	0.0574153273791392
EPB42	EPB41	0.0574153273791392
DMTN	EPB42	0.0574153273791392
EXT2	EXT1	0.0574153273791392
GJA3	GJA1	0.0574153273791392
HTR1D	HTR1B	0.0574153273791392
NCL	ICAM1	0.0574153273791392
IL1R1	IL1B	0.0574153273791392
IL1RAP	IL1B	0.0574153273791392
IL1RAP	IL1R1	0.0574153273791392
IL15RA	IL15	0.0574153273791392
NDN	NCL	0.0574153273791392
PEX14	PEX13	0.0574153273791392
PTPRM	PTPRK	0.0574153273791392
ARID4A	RB1	0.0574153273791392
KDM5A	RB1	0.0574153273791392
SRPK2	SRPK1	0.0574153273791392
TPM3	TPM2	0.0574153273791392
RPAP3	TTI1	0.0574153273791392
PDRG1	RPAP3	0.0574153273791392
